group,date,net,long,short
Non Reportable,2024-10-08,102712,379442,276730
Non Reportable,2024-10-01,97614,371525,273911
Non Reportable,2024-09-24,113740,370771,257031
Non Reportable,2024-09-17,96916,399285,302369
Non Reportable,2024-09-10,83431,382968,299537
Non Reportable,2024-09-03,112376,402655,290279
Non Reportable,2024-08-27,132582,397257,264675
Non Reportable,2024-08-20,103544,384089,280545
Non Reportable,2024-08-13,80186,374651,294465
Non Reportable,2024-08-06,107290,400608,293318
Non Reportable,2024-07-30,145269,419356,274087
Non Reportable,2024-07-23,129874,402832,272958
Non Reportable,2024-07-09,109379,383778,274399
Non Reportable,2024-06-25,118337,381332,262995
Non Reportable,2024-06-18,106970,429530,322560
Non Reportable,2024-06-11,128919,421221,292302
Non Reportable,2024-06-04,123805,414516,290711
Non Reportable,2024-05-28,116952,412443,295491
Non Reportable,2024-05-21,127250,411259,284009
Non Reportable,2024-05-14,105386,400974,295588
Non Reportable,2024-05-07,106480,406411,299931
Non Reportable,2024-04-30,114574,409671,295097
Non Reportable,2024-04-23,129451,413546,284095
Non Reportable,2024-04-16,118660,422812,304152
Non Reportable,2024-04-09,108951,411659,302708
Non Reportable,2024-04-02,105409,404674,299265
Non Reportable,2024-03-26,103840,399739,295899
Non Reportable,2024-03-19,86992,382432,295440
Non Reportable,2024-03-12,96618,424309,327691
Non Reportable,2024-03-05,93145,397368,304223
Non Reportable,2024-02-27,91466,390704,299238
Non Reportable,2024-02-20,74429,393465,319036
Non Reportable,2024-02-13,66165,392308,326143
Non Reportable,2024-02-06,78462,382937,304475
Non Reportable,2024-01-30,94213,397115,302902
Non Reportable,2024-01-23,84064,387856,303792
Non Reportable,2024-01-16,66119,385145,319026
Non Reportable,2024-01-09,108624,401428,292804
Non Reportable,2024-01-02,95830,391835,296005
Non Reportable,2023-12-26,77053,384014,306961
Non Reportable,2023-12-19,72518,390272,317754
Non Reportable,2023-12-12,42284,443766,401482
Non Reportable,2023-12-05,44890,393155,348265
Non Reportable,2023-11-28,38684,385752,347068
Non Reportable,2023-11-21,46306,394176,347870
Non Reportable,2023-11-14,27932,383288,355356
Non Reportable,2023-11-07,-4259,367537,371796
Non Reportable,2023-10-31,18827,378612,359785
Non Reportable,2023-10-24,17003,368650,351647
Non Reportable,2023-10-17,-28,356036,356064
Non Reportable,2023-10-10,9155,356688,347533
Non Reportable,2023-10-03,17992,386415,368423
Non Reportable,2023-09-26,16911,384164,367253
Non Reportable,2023-09-19,720,352830,352110
Non Reportable,2023-09-12,18250,412909,394659
Non Reportable,2023-09-05,-294,372265,372559
Non Reportable,2023-08-29,477,377918,377441
Non Reportable,2023-08-22,24390,395107,370717
Non Reportable,2023-08-15,9142,387843,378701
Non Reportable,2023-08-08,917,382702,381785
Non Reportable,2023-08-01,3030,378965,375935
Non Reportable,2023-07-25,10024,385869,375845
Non Reportable,2023-07-18,10761,388572,377811
Non Reportable,2023-07-11,-9094,365016,374110
Non Reportable,2023-07-03,-8757,366842,375599
Non Reportable,2023-06-27,-13232,348514,361746
Non Reportable,2023-06-20,-30401,355168,385569
Non Reportable,2023-06-13,-4918,461873,466791
Non Reportable,2023-06-06,-30400,376643,407043
Non Reportable,2023-05-30,-35690,366840,402530
Non Reportable,2023-05-23,-49092,361217,410309
Non Reportable,2023-05-16,-64994,350054,415048
Non Reportable,2023-05-09,-55933,348353,404286
Non Reportable,2023-05-02,-56485,350367,406852
Non Reportable,2023-04-25,-52215,347527,399742
Non Reportable,2023-04-18,-45170,343381,388551
Non Reportable,2023-04-11,-58007,331390,389397
Non Reportable,2023-04-04,22202,420948,398746
Non Reportable,2023-03-28,-66367,311294,377661
Non Reportable,2023-03-21,-88121,305580,393701
Non Reportable,2023-03-14,-105306,456624,561930
Non Reportable,2023-03-07,-55680,341502,397182
Non Reportable,2023-02-28,-33100,354351,387451
Non Reportable,2023-02-21,-35743,366935,402678
Non Reportable,2023-02-14,-35979,365880,401859
Non Reportable,2023-02-07,-19896,354887,374783
Non Reportable,2023-01-31,-36531,347335,383866
Non Reportable,2023-01-24,-11740,347124,358864
Non Reportable,2023-01-17,-17789,334201,351990
Non Reportable,2023-01-10,619,337695,337076
Non Reportable,2023-01-03,-10934,333726,344660
Non Reportable,2022-12-27,-14510,326717,341227
Non Reportable,2022-12-20,-7846,336185,344031
Non Reportable,2022-12-13,11090,388608,377518
Non Reportable,2022-12-06,-1461,357281,358742
Non Reportable,2022-11-29,-11063,347534,358597
Non Reportable,2022-11-22,-10161,347693,357854
Non Reportable,2022-11-15,-7936,349653,357589
Non Reportable,2022-11-08,-33091,334635,367726
Non Reportable,2022-11-01,-34402,332842,367244
Non Reportable,2022-10-25,-41354,335056,376410
Non Reportable,2022-10-18,-42708,339819,382527
Non Reportable,2022-10-11,-49489,342530,392019
Non Reportable,2022-10-04,-57398,347561,404959
Non Reportable,2022-09-27,-109348,301117,410465
Non Reportable,2022-09-20,-126124,284044,410168
Non Reportable,2022-09-13,-138558,404151,542709
Non Reportable,2022-09-06,-96708,343432,440140
Non Reportable,2022-08-30,-107669,338689,446358
Non Reportable,2022-08-23,-97813,338337,436150
Non Reportable,2022-08-16,-102308,333354,435662
Non Reportable,2022-08-09,-100029,317149,417178
Non Reportable,2022-08-02,-89821,316983,406804
Non Reportable,2022-07-26,-68976,319398,388374
Non Reportable,2022-07-19,-75298,323840,399138
Non Reportable,2022-07-12,-50654,329656,380310
Non Reportable,2022-07-05,-49837,329480,379317
Non Reportable,2022-06-28,-35968,329220,365188
Non Reportable,2022-06-21,-29457,336224,365681
Non Reportable,2022-06-14,-1759,424967,426726
Non Reportable,2022-06-07,-60302,336637,396939
Non Reportable,2022-05-31,-44547,340469,385016
Non Reportable,2022-05-24,-18452,362629,381081
Non Reportable,2022-05-17,-23764,348106,371870
Non Reportable,2022-05-10,-6923,374912,381835
Non Reportable,2022-05-03,-622,360227,360849
Non Reportable,2022-04-26,-3961,375868,379829
Non Reportable,2022-04-19,-26283,341955,368238
Non Reportable,2022-04-12,-18085,341915,360000
Non Reportable,2022-04-05,-15575,344054,359629
Non Reportable,2022-03-29,-43256,328426,371682
Non Reportable,2022-03-22,-31764,330318,362082
Non Reportable,2022-03-15,-14503,371322,385825
Non Reportable,2022-03-08,-23429,355572,379001
Non Reportable,2022-03-01,-33372,353775,387147
Non Reportable,2022-02-22,-5913,368580,374493
Non Reportable,2022-02-15,-8267,357194,365461
Non Reportable,2022-02-08,13696,370064,356368
Non Reportable,2022-02-01,37889,389630,351741
Non Reportable,2022-01-25,91762,430646,338884
Non Reportable,2022-01-18,76551,416120,339569
Non Reportable,2022-01-11,68023,393006,324983
Non Reportable,2022-01-04,60629,377630,317001
Non Reportable,2021-12-28,48219,364277,316058
Non Reportable,2021-12-21,54915,372682,317767
Non Reportable,2021-12-14,51408,451733,400325
Non Reportable,2021-12-07,23067,387367,364300
Non Reportable,2021-11-30,27252,404810,377558
Non Reportable,2021-11-23,41100,406676,365576
Non Reportable,2021-11-16,51750,399600,347850
Non Reportable,2021-11-09,43711,398526,354815
Non Reportable,2021-11-02,40228,393618,353390
Non Reportable,2021-10-26,38464,394000,355536
Non Reportable,2021-10-19,19561,373605,354044
Non Reportable,2021-10-12,48588,383198,334610
Non Reportable,2021-10-05,30960,386815,355855
Non Reportable,2021-09-28,36007,398213,362206
Non Reportable,2021-09-21,66174,410563,344389
Non Reportable,2021-09-14,152441,548680,396239
Non Reportable,2021-09-07,102428,480242,377814
Non Reportable,2021-08-31,109016,486046,377030
Non Reportable,2021-08-24,89719,473001,383282
Non Reportable,2021-08-17,59503,436204,376701
Non Reportable,2021-08-10,59643,432742,373099
Non Reportable,2021-07-27,45322,415937,370615
Non Reportable,2021-07-20,20441,387097,366656
Non Reportable,2021-07-13,8941,377191,368250
Non Reportable,2021-07-06,3448,372291,368843
Non Reportable,2021-06-29,28181,380024,351843
Non Reportable,2021-06-22,15384,364449,349065
Non Reportable,2021-06-08,141754,489229,347475
Non Reportable,2021-06-01,139186,481283,342097
Non Reportable,2021-05-25,116665,459522,342857
Non Reportable,2021-05-18,112130,450481,338351
Non Reportable,2021-05-11,73421,413855,340434
Non Reportable,2021-05-04,41589,402778,361189
Non Reportable,2021-04-27,73387,441280,367893
Non Reportable,2021-04-20,82975,425558,342583
Non Reportable,2021-04-13,85046,415368,330322
Non Reportable,2021-04-06,96837,423507,326670
Non Reportable,2021-03-30,65235,380238,315003
Non Reportable,2021-03-23,54328,366936,312608
Non Reportable,2021-03-16,41302,424817,383515
Non Reportable,2021-03-09,2799,381597,378798
Non Reportable,2021-03-02,-20506,388697,409203
Non Reportable,2021-02-23,22835,377080,354245
Non Reportable,2021-02-16,41312,393349,352037
Non Reportable,2021-02-09,51857,389712,337855
Non Reportable,2021-02-02,60344,396665,336321
Non Reportable,2021-01-26,39201,374483,335282
Non Reportable,2021-01-19,13817,361228,347411
Non Reportable,2021-01-12,13237,366096,352859
Non Reportable,2021-01-05,50012,367553,317541
Non Reportable,2020-12-29,63216,367075,303859
Non Reportable,2020-12-21,34418,348563,314145
Non Reportable,2020-12-15,-61748,428012,489760
Non Reportable,2020-12-08,-42464,390369,432833
Non Reportable,2020-12-01,-29317,392953,422270
Non Reportable,2020-11-24,-22123,389821,411944
Non Reportable,2020-11-17,-18036,387906,405942
Non Reportable,2020-11-10,11098,385124,374026
Non Reportable,2020-11-03,19103,373737,354634
Non Reportable,2020-10-27,12932,380564,367632
Non Reportable,2020-10-20,41685,397568,355883
Non Reportable,2020-10-13,45254,420865,375611
Non Reportable,2020-10-06,22117,408601,386484
Non Reportable,2020-09-29,12514,370705,358191
Non Reportable,2020-09-22,-16922,358497,375419
Non Reportable,2020-09-15,-79964,418769,498733
Non Reportable,2020-09-08,-104322,392232,496554
Non Reportable,2020-09-01,-108086,377787,485873
Non Reportable,2020-08-25,-103470,371629,475099
Non Reportable,2020-08-18,-101597,368615,470212
Non Reportable,2020-08-11,-126293,362603,488896
Non Reportable,2020-08-04,-122649,354578,477227
Non Reportable,2020-07-28,-113546,343905,457451
Non Reportable,2020-07-21,-88560,346042,434602
Non Reportable,2020-07-14,-100836,341833,442669
Non Reportable,2020-07-07,-81040,347271,428311
Non Reportable,2020-06-30,-75431,346480,421911
Non Reportable,2020-06-23,-65171,341930,407101
Non Reportable,2020-06-16,337480,808196,470716
Non Reportable,2020-06-09,280064,746005,465941
Non Reportable,2020-06-02,265672,732632,466960
Non Reportable,2020-05-26,275375,750634,475259
Non Reportable,2020-05-19,272846,741237,468391
Non Reportable,2020-05-12,255900,755398,499498
Non Reportable,2020-05-05,249962,721806,471844
Non Reportable,2020-04-28,274051,734695,460644
Non Reportable,2020-04-21,265491,725295,459804
Non Reportable,2020-04-14,229611,697311,467700
Non Reportable,2020-04-07,252709,699994,447285
Non Reportable,2020-03-31,146407,622449,476042
Non Reportable,2020-03-24,119196,550589,431393
Non Reportable,2020-03-17,376514,1019623,643109
Non Reportable,2020-03-10,272719,727376,454657
Non Reportable,2020-03-03,226066,634800,408734
Non Reportable,2020-02-25,106806,523930,417124
Non Reportable,2020-02-18,27619,407152,379533
Non Reportable,2020-02-11,34898,409701,374803
Non Reportable,2020-02-04,16105,404159,388054
Non Reportable,2020-01-28,15845,400166,384321
Non Reportable,2020-01-21,30414,393452,363038
Non Reportable,2020-01-14,32180,398119,365939
Non Reportable,2020-01-07,-5874,367379,373253
Non Reportable,2019-12-31,24567,377652,353085
Non Reportable,2019-12-24,18389,368649,350260
Non Reportable,2019-12-17,87061,518033,430972
Non Reportable,2019-12-10,21110,404320,383210
Non Reportable,2019-12-03,19728,401722,381994
Non Reportable,2019-11-26,2584,395901,393317
Non Reportable,2019-11-19,-7641,380671,388312
Non Reportable,2019-11-12,-21728,362772,384500
Non Reportable,2019-11-05,-7056,369085,376141
Non Reportable,2019-10-29,-20593,353896,374489
Non Reportable,2019-10-22,-20397,341739,362136
Non Reportable,2019-10-15,-657,361158,361815
Non Reportable,2019-10-08,9430,378344,368914
Non Reportable,2019-10-01,-5299,367153,372452
Non Reportable,2019-09-24,-16939,349388,366327
Non Reportable,2019-09-17,43754,460231,416477
Non Reportable,2019-09-10,18134,406864,388730
Non Reportable,2019-09-03,14531,416161,401630
Non Reportable,2019-08-27,-27792,374977,402769
Non Reportable,2019-08-20,768,382748,381980
Non Reportable,2019-08-13,-16887,368510,385397
Non Reportable,2019-08-06,-71280,348300,419580
Non Reportable,2019-07-30,-75256,349432,424688
Non Reportable,2019-07-23,-52307,359160,411467
Non Reportable,2019-07-16,-52747,358332,411079
Non Reportable,2019-07-09,-48547,352561,401108
Non Reportable,2019-07-02,-50385,349224,399609
Non Reportable,2019-06-25,-35536,343742,379278
Non Reportable,2019-06-18,-59375,423519,482894
Non Reportable,2019-06-11,-49227,357658,406885
Non Reportable,2019-06-04,-80043,341144,421187
Non Reportable,2019-05-28,-55245,371803,427048
Non Reportable,2019-05-21,-59587,368149,427736
Non Reportable,2019-05-14,-57933,381344,439277
Non Reportable,2019-05-07,-68947,378423,447370
Non Reportable,2019-04-30,-65303,372099,437402
Non Reportable,2019-04-23,-66777,379658,446435
Non Reportable,2019-04-16,-50705,368856,419561
Non Reportable,2019-04-09,-42834,355743,398577
Non Reportable,2019-04-02,-49699,360020,409719
Non Reportable,2019-03-26,-49738,368191,417929
Non Reportable,2019-03-19,-18088,358384,376472
Non Reportable,2019-03-12,-20191,433994,454185
Non Reportable,2019-03-05,-26481,385348,411829
Non Reportable,2019-02-26,83389,485569,402180
Non Reportable,2019-02-19,79688,478738,399050
Non Reportable,2019-02-12,73051,462149,389098
Non Reportable,2019-02-05,71555,457760,386205
Non Reportable,2019-01-29,89551,452957,363406
Non Reportable,2019-01-22,78705,437421,358716
Non Reportable,2019-01-15,55160,431884,376724
Non Reportable,2019-01-08,56018,417554,361536
Non Reportable,2018-12-31,87924,402935,315011
Non Reportable,2018-12-24,145922,467087,321165
Non Reportable,2018-12-18,152281,554007,401726
Non Reportable,2018-12-11,112148,451434,339286
Non Reportable,2018-12-04,78901,433980,355079
Non Reportable,2018-11-27,59760,395735,335975
Non Reportable,2018-11-20,70725,419877,349152
Non Reportable,2018-11-13,31492,386770,355278
Non Reportable,2018-11-06,35450,381250,345800
Non Reportable,2018-10-30,37763,403182,365419
Non Reportable,2018-10-23,35408,397483,362075
Non Reportable,2018-10-16,13550,383991,370441
Non Reportable,2018-10-09,16582,381872,365290
Non Reportable,2018-10-02,22310,359458,337148
Non Reportable,2018-09-25,43987,375113,331126
Non Reportable,2018-09-18,89480,497400,407920
Non Reportable,2018-09-11,131431,488273,356842
Non Reportable,2018-09-04,117232,488606,371374
Non Reportable,2018-08-28,98855,471254,372399
Non Reportable,2018-08-21,109106,470192,361086
Non Reportable,2018-08-14,108164,469861,361697
Non Reportable,2018-08-07,103548,466438,362890
Non Reportable,2018-07-31,109186,447842,338656
Non Reportable,2018-07-24,89063,444725,355662
Non Reportable,2018-07-17,84303,456462,372159
Non Reportable,2018-07-10,75465,433741,358276
Non Reportable,2018-07-03,102305,439521,337216
Non Reportable,2018-06-26,80515,422127,341612
Non Reportable,2018-06-19,44936,389112,344176
Non Reportable,2018-06-12,415596,782464,366868
Non Reportable,2018-06-05,392286,732344,340058
Non Reportable,2018-05-29,392625,723430,330805
Non Reportable,2018-05-22,349286,663105,313819
Non Reportable,2018-05-15,300044,640437,340393
Non Reportable,2018-05-08,303588,619470,315882
Non Reportable,2018-05-01,272410,586883,314473
Non Reportable,2018-04-24,273906,590072,316166
Non Reportable,2018-04-17,230354,561938,331584
Non Reportable,2018-04-10,234047,568484,334437
Non Reportable,2018-04-03,234241,561048,326807
Non Reportable,2018-03-27,159560,498724,339164
Non Reportable,2018-03-20,71336,392882,321546
Non Reportable,2018-03-13,28429,463372,434943
Non Reportable,2018-03-06,72265,412774,340509
Non Reportable,2018-02-27,46050,409001,362951
Non Reportable,2018-02-20,48947,424400,375453
Non Reportable,2018-02-13,111205,478157,366952
Non Reportable,2018-02-06,-14008,456912,470920
Non Reportable,2018-01-30,12556,449417,436861
Non Reportable,2018-01-23,-41244,377746,418990
Non Reportable,2018-01-16,20539,428509,407970
Non Reportable,2018-01-09,29849,431177,401328
Non Reportable,2018-01-02,32422,409995,377573
Non Reportable,2017-12-26,29274,412973,383699
Non Reportable,2017-12-19,9585,399985,390400
Non Reportable,2017-12-12,51084,510004,458920
Non Reportable,2017-12-05,48485,456498,408013
Non Reportable,2017-11-28,13032,450461,437429
Non Reportable,2017-11-21,28725,451992,423267
Non Reportable,2017-11-14,11931,441163,429232
Non Reportable,2017-11-07,-20761,412589,433350
Non Reportable,2017-10-31,-22573,392913,415486
Non Reportable,2017-10-24,-32322,397471,429793
Non Reportable,2017-10-17,-62111,395925,458036
Non Reportable,2017-10-10,-53571,390264,443835
Non Reportable,2017-10-03,-59281,397024,456305
Non Reportable,2017-09-26,-51834,366437,418271
Non Reportable,2017-09-19,-71382,344449,415831
Non Reportable,2017-09-12,-106781,395267,502048
Non Reportable,2017-09-05,-88616,328503,417119
Non Reportable,2017-08-29,-144443,315055,459498
Non Reportable,2017-08-22,-116755,326089,442844
Non Reportable,2017-08-15,-165818,315923,481741
Non Reportable,2017-08-08,-150366,316517,466883
Non Reportable,2017-08-01,-136375,328127,464502
Non Reportable,2017-07-25,-118781,331074,449855
Non Reportable,2017-07-18,-117500,322864,440364
Non Reportable,2017-07-11,-71247,326315,397562
Non Reportable,2017-07-03,-55316,335879,391195
Non Reportable,2017-06-27,-50526,338062,388588
Non Reportable,2017-06-20,-54137,333574,387711
Non Reportable,2017-06-13,-65472,381934,447406
Non Reportable,2017-06-06,-37571,371180,408751
Non Reportable,2017-05-30,-53922,356413,410335
Non Reportable,2017-05-23,-43672,361758,405430
Non Reportable,2017-05-16,-27811,370042,397853
Non Reportable,2017-05-09,-16053,370556,386609
Non Reportable,2017-05-02,-83457,298158,381615
Non Reportable,2017-04-25,-50765,329134,379899
Non Reportable,2017-04-18,-12042,353909,365951
Non Reportable,2017-04-11,-37379,337629,375008
Non Reportable,2017-04-04,-54756,330536,385292
Non Reportable,2017-03-28,-25832,334719,360551
Non Reportable,2017-03-21,-10026,353299,363325
Non Reportable,2017-03-14,-8082,388858,396940
Non Reportable,2017-03-07,-12502,396514,409016
Non Reportable,2017-02-28,-32291,375289,407580
Non Reportable,2017-02-21,-68911,335735,404646
Non Reportable,2017-02-14,-66690,353271,419961
Non Reportable,2017-02-07,-39740,334222,373962
Non Reportable,2017-01-31,-58533,309071,367604
Non Reportable,2017-01-24,-21977,345632,367609
Non Reportable,2017-01-17,-59873,313127,373000
Non Reportable,2017-01-10,-51895,305260,357155
Non Reportable,2017-01-03,-70993,307932,378925
Non Reportable,2016-12-27,-67993,298646,366639
Non Reportable,2016-12-20,-60069,297834,357903
Non Reportable,2016-12-13,34009,505513,471504
Non Reportable,2016-12-06,43928,441099,397171
Non Reportable,2016-11-29,47947,419904,371957
Non Reportable,2016-11-22,39374,433586,394212
Non Reportable,2016-11-15,29219,420979,391760
Non Reportable,2016-11-08,58070,435182,377112
Non Reportable,2016-11-01,73597,469537,395940
Non Reportable,2016-10-25,35584,428160,392576
Non Reportable,2016-10-18,56474,437004,380530
Non Reportable,2016-10-11,66016,457289,391273
Non Reportable,2016-10-04,-12769,386136,398905
Non Reportable,2016-09-27,-42981,343835,386816
Non Reportable,2016-09-20,-34776,343685,378461
Non Reportable,2016-09-13,-18188,428332,446520
Non Reportable,2016-09-06,-133093,320016,453109
Non Reportable,2016-08-30,-129640,314476,444116
Non Reportable,2016-08-23,-102228,327700,429928
Non Reportable,2016-08-16,-69399,345631,415030
Non Reportable,2016-08-09,-49118,343617,392735
Non Reportable,2016-08-02,-41366,371081,412447
Non Reportable,2016-07-26,-19636,386744,406380
Non Reportable,2016-07-19,-16254,392356,408610
Non Reportable,2016-07-12,-6509,411322,417831
Non Reportable,2016-07-05,-3552,402832,406384
Non Reportable,2016-06-28,5399,401516,396117
Non Reportable,2016-06-21,284,357782,357498
Non Reportable,2016-06-14,-14044,445016,459060
Non Reportable,2016-06-07,-31140,388065,419205
Non Reportable,2016-05-31,-86180,332191,418371
Non Reportable,2016-05-24,-89368,318456,407824
Non Reportable,2016-05-17,-106038,296795,402833
Non Reportable,2016-05-10,-120296,302978,423274
Non Reportable,2016-05-03,-119979,296941,416920
Non Reportable,2016-04-26,-137021,297502,434523
Non Reportable,2016-04-19,-132458,284208,416666
Non Reportable,2016-04-12,-68975,318990,387965
Non Reportable,2016-04-05,-70531,320378,390909
Non Reportable,2016-03-29,-70830,321519,392349
Non Reportable,2016-03-22,-98017,295134,393151
Non Reportable,2016-03-15,240486,658213,417727
Non Reportable,2016-03-08,275414,683458,408044
Non Reportable,2016-03-01,228855,704715,475860
Non Reportable,2016-02-23,222117,676990,454873
Non Reportable,2016-02-16,236394,625873,389479
Non Reportable,2016-02-09,271829,637795,365966
Non Reportable,2016-02-02,209719,578069,368350
Non Reportable,2016-01-26,206290,548642,342352
Non Reportable,2016-01-19,272339,600350,328011
Non Reportable,2016-01-12,223212,559506,336294
Non Reportable,2016-01-05,157400,483715,326315
Non Reportable,2015-12-29,84644,401434,316790
Non Reportable,2015-12-22,138360,442310,303950
Non Reportable,2015-12-15,14981,423647,408666
Non Reportable,2015-12-08,-19161,330892,350053
Non Reportable,2015-12-01,-31552,340554,372106
Non Reportable,2015-11-24,-22343,349891,372234
Non Reportable,2015-11-17,29629,390129,360500
Non Reportable,2015-11-10,-11233,363788,375021
Non Reportable,2015-11-03,-87208,312485,399693
Non Reportable,2015-10-27,-34997,350315,385312
Non Reportable,2015-10-20,65218,433958,368740
Non Reportable,2015-10-13,80400,452380,371980
Non Reportable,2015-10-06,107065,476959,369894
Non Reportable,2015-09-29,167855,498271,330416
Non Reportable,2015-09-22,158569,491382,332813
Non Reportable,2015-09-15,403494,772355,368861
Non Reportable,2015-09-08,421814,791558,369744
Non Reportable,2015-09-01,373539,747282,373743
Non Reportable,2015-08-25,337177,713886,376709
Non Reportable,2015-08-18,172152,492057,319905
Non Reportable,2015-08-11,159272,483963,324691
Non Reportable,2015-08-04,139954,457904,317950
Non Reportable,2015-07-28,120224,429536,309312
Non Reportable,2015-07-21,100165,425903,325738
Non Reportable,2015-07-14,126198,442020,315822
Non Reportable,2015-07-07,177686,490214,312528
Non Reportable,2015-06-30,125751,421118,295367
Non Reportable,2015-06-23,69870,370646,300776
Non Reportable,2015-06-16,290686,641182,350496
Non Reportable,2015-06-09,214995,527786,312791
Non Reportable,2015-06-02,143521,458389,314868
Non Reportable,2015-05-26,134515,446548,312033
Non Reportable,2015-05-19,119775,430761,310986
Non Reportable,2015-05-12,162684,456046,293362
Non Reportable,2015-05-05,161829,477565,315736
Non Reportable,2015-04-28,143155,438277,295122
Non Reportable,2015-04-21,155093,437689,282596
Non Reportable,2015-04-14,130990,411176,280186
Non Reportable,2015-04-07,150785,424445,273660
Non Reportable,2015-03-31,129339,395667,266328
Non Reportable,2015-03-24,106868,365506,258638
Non Reportable,2015-03-17,401142,691226,290084
Non Reportable,2015-03-10,364017,662688,298671
Non Reportable,2015-03-03,237353,521265,283912
Non Reportable,2015-02-24,220936,499310,278374
Non Reportable,2015-02-17,199124,465853,266729
Non Reportable,2015-02-10,184709,452217,267508
Non Reportable,2015-02-03,150626,420562,269936
Non Reportable,2015-01-27,90758,346125,255367
Non Reportable,2015-01-20,109910,362129,252219
Non Reportable,2015-01-13,64119,317565,253446
Non Reportable,2015-01-06,57073,312207,255134
Non Reportable,2014-12-30,24346,296778,272432
Non Reportable,2014-12-23,33494,282550,249056
Non Reportable,2014-12-16,20729,338863,318134
Non Reportable,2014-12-09,34518,332963,298445
Non Reportable,2014-12-02,43500,343771,300271
Non Reportable,2014-11-25,48381,360055,311674
Non Reportable,2014-11-18,66110,367489,301379
Non Reportable,2014-11-11,77966,371646,293680
Non Reportable,2014-11-04,110597,400369,289772
Non Reportable,2014-10-28,161290,459005,297715
Non Reportable,2014-10-21,160501,464839,304338
Non Reportable,2014-10-14,85700,366150,280450
Non Reportable,2014-10-07,9117,301365,292248
Non Reportable,2014-09-30,18219,309256,291037
Non Reportable,2014-09-23,9388,294921,285533
Non Reportable,2014-09-16,233554,566753,333199
Non Reportable,2014-09-09,172388,485633,313245
Non Reportable,2014-09-02,152120,469650,317530
Non Reportable,2014-08-26,132036,443140,311104
Non Reportable,2014-08-19,136870,443561,306691
Non Reportable,2014-08-12,153966,435714,281748
Non Reportable,2014-08-05,116493,410953,294460
Non Reportable,2014-07-29,89275,384720,295445
Non Reportable,2014-07-22,68371,369080,300709
Non Reportable,2014-07-15,56971,349506,292535
Non Reportable,2014-07-08,96792,390059,293267
Non Reportable,2014-07-01,94952,388972,294020
Non Reportable,2014-06-24,74329,360756,286427
Non Reportable,2014-06-17,170139,485844,315705
Non Reportable,2014-06-10,151965,499610,347645
Non Reportable,2014-06-03,143432,466499,323067
Non Reportable,2014-05-27,118188,441237,323049
Non Reportable,2014-05-20,165046,449473,284427
Non Reportable,2014-05-13,129679,427771,298092
Non Reportable,2014-05-06,92655,373722,281067
Non Reportable,2014-04-29,112793,382888,270095
Non Reportable,2014-04-22,87663,368399,280736
Non Reportable,2014-04-15,96508,367042,270534
Non Reportable,2014-04-08,105156,360303,255147
Non Reportable,2014-04-01,62112,336862,274750
Non Reportable,2014-03-25,54558,316804,262246
Non Reportable,2014-03-18,321913,634219,312306
Non Reportable,2014-03-11,340361,645485,305124
Non Reportable,2014-03-04,313002,612454,299452
Non Reportable,2014-02-25,327187,609147,281960
Non Reportable,2014-02-18,278800,579685,300885
Non Reportable,2014-02-11,251149,526989,275840
Non Reportable,2014-02-04,228515,472597,244082
Non Reportable,2014-01-28,164124,397498,233374
Non Reportable,2014-01-21,62140,304294,242154
Non Reportable,2014-01-14,28612,295717,267105
Non Reportable,2014-01-07,23241,298601,275360
Non Reportable,2013-12-31,-7526,290242,297768
Non Reportable,2013-12-24,29227,293163,263936
Non Reportable,2013-12-17,83649,342641,258992
Non Reportable,2013-12-10,59717,372193,312476
Non Reportable,2013-12-03,39713,327830,288117
Non Reportable,2013-11-26,35601,329242,293641
Non Reportable,2013-11-19,57586,354282,296696
Non Reportable,2013-11-12,27193,330308,303115
Non Reportable,2013-11-05,59101,350804,291703
Non Reportable,2013-10-29,44380,346381,302001
Non Reportable,2013-10-22,46553,342571,296018
Non Reportable,2013-10-15,149303,398394,249091
Non Reportable,2013-10-08,170864,417381,246517
Non Reportable,2013-10-01,107238,357841,250603
Non Reportable,2013-09-24,126032,371764,245732
Non Reportable,2013-09-17,241036,586335,345299
Non Reportable,2013-09-10,223266,554265,330999
Non Reportable,2013-09-03,241304,536340,295036
Non Reportable,2013-08-27,193024,484270,291246
Non Reportable,2013-08-20,159124,431073,271949
Non Reportable,2013-08-13,114054,398037,283983
Non Reportable,2013-08-06,70786,360991,290205
Non Reportable,2013-07-30,66525,358616,292091
Non Reportable,2013-07-23,98018,375650,277632
Non Reportable,2013-07-16,117317,398342,281025
Non Reportable,2013-07-09,125479,402927,277448
Non Reportable,2013-07-02,112463,377627,265164
Non Reportable,2013-06-25,136079,402778,266699
Non Reportable,2013-06-18,88908,491117,402209
Non Reportable,2013-06-11,1444,401881,400437
Non Reportable,2013-06-04,-58090,325276,383366
Non Reportable,2013-05-28,53488,349929,296441
Non Reportable,2013-05-21,32984,349967,316983
Non Reportable,2013-05-14,29902,364865,334963
Non Reportable,2013-05-07,8025,340681,332656
Non Reportable,2013-04-30,26727,335435,308708
Non Reportable,2013-04-23,77833,364777,286944
Non Reportable,2013-04-16,31555,326911,295356
Non Reportable,2013-04-09,55268,361734,306466
Non Reportable,2013-04-02,38242,351886,313644
Non Reportable,2013-03-26,33723,327015,293292
