group,date,net,long,short
Other Reportable,2023-04-04,-161515,98772,260287
Other Reportable,2023-03-28,-129477,132634,262111
Other Reportable,2023-03-21,-108120,130527,238647
Other Reportable,2023-03-14,-138898,124346,263244
Other Reportable,2023-03-07,-136123,131967,268090
Other Reportable,2023-02-28,-113967,126657,240624
Other Reportable,2023-02-21,-98499,131804,230303
Other Reportable,2023-02-14,-75556,130642,206198
Other Reportable,2023-02-07,-66417,136080,202497
Other Reportable,2023-01-31,-45427,146191,191618
Other Reportable,2023-01-24,-66788,136553,203341
Other Reportable,2023-01-17,-51931,146181,198112
Other Reportable,2023-01-10,-55986,155143,211129
Other Reportable,2023-01-03,-51908,162112,214020
Other Reportable,2022-12-27,-47434,145263,192697
Other Reportable,2022-12-20,-44121,150249,194370
Other Reportable,2022-12-13,-34223,134744,168967
Other Reportable,2022-12-06,-23349,132397,155746
Other Reportable,2022-11-29,-19169,139908,159077
Other Reportable,2022-11-22,-14862,160622,175484
Other Reportable,2022-11-15,244,174370,174126
Other Reportable,2022-11-08,8625,184299,175674
Other Reportable,2022-11-01,20605,202433,181828
Other Reportable,2022-10-25,-22954,159945,182899
Other Reportable,2022-10-18,-37161,161067,198228
Other Reportable,2022-10-11,-49831,161495,211326
Other Reportable,2022-10-04,-61443,162381,223824
Other Reportable,2022-09-27,-79575,163933,243508
Other Reportable,2022-09-20,-125647,140377,266024
Other Reportable,2022-09-13,-135808,144515,280323
Other Reportable,2022-09-06,-129464,141991,271455
Other Reportable,2022-08-30,-122189,138714,260903
Other Reportable,2022-08-23,-134346,131319,265665
Other Reportable,2022-08-16,-126302,138921,265223
Other Reportable,2022-08-09,-98885,142470,241355
Other Reportable,2022-08-02,-72000,155135,227135
Other Reportable,2022-07-26,-24663,174282,198945
Other Reportable,2022-07-19,-22752,178315,201067
Other Reportable,2022-07-12,-11667,183609,195276
Other Reportable,2022-07-05,1284,194431,193147
Other Reportable,2022-06-28,-44629,159800,204429
Other Reportable,2022-06-21,-56635,182454,239089
Other Reportable,2022-06-14,-58631,180338,238969
Other Reportable,2022-06-07,-63107,194006,257113
Other Reportable,2022-05-31,-56711,189498,246209
Other Reportable,2022-05-24,-57741,202703,260444
Other Reportable,2022-05-17,-127383,188582,315965
Other Reportable,2022-05-10,-173644,174006,347650
Other Reportable,2022-05-03,-212461,165774,378235
Other Reportable,2022-04-26,-212415,154766,367181
Other Reportable,2022-04-19,-234904,153146,388050
Other Reportable,2022-04-12,-223290,156768,380058
Other Reportable,2022-04-05,-219092,164801,383893
Other Reportable,2022-03-29,-220624,154710,375334
Other Reportable,2022-03-22,-186955,160069,347024
Other Reportable,2022-03-15,-169617,185673,355290
Other Reportable,2022-03-08,-160587,198467,359054
Other Reportable,2022-03-01,-176180,190290,366470
Other Reportable,2022-02-22,-178029,195796,373825
Other Reportable,2022-02-15,-201220,186778,387998
Other Reportable,2022-02-08,-228135,152919,381054
Other Reportable,2022-02-01,-259716,156264,415980
Other Reportable,2022-01-25,-228323,169022,397345
Other Reportable,2022-01-18,-248208,175979,424187
Other Reportable,2022-01-11,-275783,158446,434229
Other Reportable,2022-01-04,-258483,163798,422281
Other Reportable,2021-12-28,-255876,172608,428484
Other Reportable,2021-12-21,-240786,168940,409726
Other Reportable,2021-12-14,-243780,171151,414931
Other Reportable,2021-12-07,-254648,164479,419127
Other Reportable,2021-11-30,-317219,136165,453384
Other Reportable,2021-11-23,-335108,136828,471936
Other Reportable,2021-11-16,-322514,144004,466518
Other Reportable,2021-11-09,-322921,139920,462841
Other Reportable,2021-11-02,-314702,145069,459771
Other Reportable,2021-10-26,-306643,135199,441842
Other Reportable,2021-10-19,-301006,137818,438824
Other Reportable,2021-10-12,-263809,160701,424510
Other Reportable,2021-10-05,-284559,148687,433246
Other Reportable,2021-09-28,-301172,147863,449035
Other Reportable,2021-09-21,-281920,157188,439108
Other Reportable,2021-09-14,-303159,137213,440372
Other Reportable,2021-09-07,-281008,137956,418964
Other Reportable,2021-08-31,-274963,140978,415941
Other Reportable,2021-08-24,-276519,126224,402743
Other Reportable,2021-08-17,-255227,140855,396082
Other Reportable,2021-08-10,-246179,146829,393008
Other Reportable,2021-07-27,-217685,163599,381284
Other Reportable,2021-07-20,-246590,136403,382993
Other Reportable,2021-07-13,-269028,139244,408272
Other Reportable,2021-07-06,-279161,136153,415314
Other Reportable,2021-06-29,-263861,129707,393568
Other Reportable,2021-06-22,-267694,132223,399917
Other Reportable,2021-06-08,-288341,115091,403432
Other Reportable,2021-06-01,-269988,119057,389045
Other Reportable,2021-05-25,-243977,110917,354894
Other Reportable,2021-05-18,-228319,114360,342679
Other Reportable,2021-05-11,-228529,117239,345768
Other Reportable,2021-05-04,-218636,125601,344237
Other Reportable,2021-04-27,-226430,113933,340363
Other Reportable,2021-04-20,-225242,116832,342074
Other Reportable,2021-04-13,-235406,116920,352326
Other Reportable,2021-04-06,-263543,114427,377970
Other Reportable,2021-03-30,-259704,120567,380271
Other Reportable,2021-03-23,-253899,122298,376197
Other Reportable,2021-03-16,-300200,120823,421023
Other Reportable,2021-03-09,-282809,126305,409114
Other Reportable,2021-03-02,-295754,123643,419397
Other Reportable,2021-02-23,-263303,116778,380081
Other Reportable,2021-02-16,-277496,119346,396842
Other Reportable,2021-02-09,-312920,119634,432554
Other Reportable,2021-02-02,-304825,142072,446897
Other Reportable,2021-01-26,-318574,129163,447737
Other Reportable,2021-01-19,-301438,130669,432107
Other Reportable,2021-01-12,-287254,128595,415849
Other Reportable,2021-01-05,-310636,130000,440636
Other Reportable,2020-12-29,-286047,141952,427999
Other Reportable,2020-12-21,-274577,146783,421360
Other Reportable,2020-12-15,-294300,141577,435877
Other Reportable,2020-12-08,-305461,134620,440081
Other Reportable,2020-12-01,-325125,133519,458644
Other Reportable,2020-11-24,-336498,125694,462192
Other Reportable,2020-11-17,-318511,144169,462680
Other Reportable,2020-11-10,-310188,144805,454993
Other Reportable,2020-11-03,-233926,178579,412505
Other Reportable,2020-10-27,-268935,169172,438107
Other Reportable,2020-10-20,-315644,138781,454425
Other Reportable,2020-10-13,-327760,125876,453636
Other Reportable,2020-10-06,-413355,136466,549821
Other Reportable,2020-09-29,-389649,138608,528257
Other Reportable,2020-09-22,-485512,118510,604022
Other Reportable,2020-09-15,-420203,132377,552580
Other Reportable,2020-09-08,-389590,123205,512795
Other Reportable,2020-09-01,-407131,114435,521566
Other Reportable,2020-08-25,-402367,114390,516757
Other Reportable,2020-08-18,-401780,113276,515056
Other Reportable,2020-08-11,-373487,115649,489136
Other Reportable,2020-08-04,-365012,114052,479064
Other Reportable,2020-07-28,-326326,117718,444044
Other Reportable,2020-07-21,-340690,119023,459713
Other Reportable,2020-07-14,-332945,124744,457689
Other Reportable,2020-07-07,-332150,126565,458715
Other Reportable,2020-06-30,-307303,142756,450059
Other Reportable,2020-06-23,-313861,126046,439907
Other Reportable,2020-06-16,-325232,124962,450194
Other Reportable,2020-06-09,-368724,112606,481330
Other Reportable,2020-06-02,-344433,114372,458805
Other Reportable,2020-05-26,-322769,115360,438129
Other Reportable,2020-05-19,-315311,110428,425739
Other Reportable,2020-05-12,-321309,118302,439611
Other Reportable,2020-05-05,-299203,132878,432081
Other Reportable,2020-04-28,-281194,136714,417908
Other Reportable,2020-04-21,-285016,142398,427414
Other Reportable,2020-04-14,-274504,145127,419631
Other Reportable,2020-04-07,-226154,174998,401152
Other Reportable,2020-03-31,-232819,156429,389248
Other Reportable,2020-03-24,-17392,240493,257885
Other Reportable,2020-03-17,187428,422185,234757
Other Reportable,2020-03-10,-5563,231962,237525
Other Reportable,2020-03-03,-55123,163257,218380
Other Reportable,2020-02-25,-130577,139235,269812
Other Reportable,2020-02-18,-162912,119544,282456
Other Reportable,2020-02-11,-116888,115249,232137
Other Reportable,2020-02-04,-114949,118921,233870
Other Reportable,2020-01-28,-119177,124508,243685
Other Reportable,2020-01-21,-191702,118242,309944
Other Reportable,2020-01-14,-209072,106255,315327
Other Reportable,2020-01-07,-232611,104712,337323
Other Reportable,2019-12-31,-225796,111447,337243
Other Reportable,2019-12-24,-240935,102343,343278
Other Reportable,2019-12-17,-265717,73732,339449
Other Reportable,2019-12-10,-239549,105075,344624
Other Reportable,2019-12-03,-229437,111619,341056
Other Reportable,2019-11-26,-232700,110510,343210
Other Reportable,2019-11-19,-257684,106903,364587
Other Reportable,2019-11-12,-280560,108659,389219
Other Reportable,2019-11-05,-268780,106902,375682
Other Reportable,2019-10-29,-286210,99148,385358
Other Reportable,2019-10-22,-288372,99231,387603
Other Reportable,2019-10-15,-272583,109435,382018
Other Reportable,2019-10-08,-262801,118937,381738
Other Reportable,2019-10-01,-281084,105953,387037
Other Reportable,2019-09-24,-279234,107465,386699
Other Reportable,2019-09-17,-299154,103658,402812
Other Reportable,2019-09-10,-288980,107912,396892
Other Reportable,2019-09-03,-276633,106642,383275
Other Reportable,2019-08-27,-258563,108014,366577
Other Reportable,2019-08-20,-252104,108211,360315
Other Reportable,2019-08-13,-275420,104506,379926
Other Reportable,2019-08-06,-273838,109410,383248
Other Reportable,2019-07-30,-268624,115382,384006
Other Reportable,2019-07-23,-276681,110037,386718
Other Reportable,2019-07-16,-274116,109704,383820
Other Reportable,2019-07-09,-280320,103867,384187
Other Reportable,2019-07-02,-286511,85739,372250
Other Reportable,2019-06-25,-284400,90941,375341
Other Reportable,2019-06-18,-252519,108713,361232
Other Reportable,2019-06-11,-243865,117502,361367
Other Reportable,2019-06-04,-219757,146856,366613
Other Reportable,2019-05-28,-212329,146023,358352
Other Reportable,2019-05-21,-221496,133786,355282
Other Reportable,2019-05-14,-206860,125733,332593
Other Reportable,2019-05-07,-259715,83419,343134
Other Reportable,2019-04-30,-236013,93784,329797
Other Reportable,2019-04-23,-228119,94708,322827
Other Reportable,2019-04-16,-228615,98973,327588
Other Reportable,2019-04-09,-234702,92721,327423
Other Reportable,2019-04-02,-221823,90127,311950
Other Reportable,2019-03-26,-225291,91070,316361
Other Reportable,2019-03-19,-215574,92607,308181
Other Reportable,2019-03-12,-222298,90236,312534
Other Reportable,2019-03-05,-234367,93798,328165
Other Reportable,2019-02-26,-214160,93029,307189
Other Reportable,2019-02-19,-194651,102282,296933
Other Reportable,2019-02-12,-187944,102888,290832
Other Reportable,2019-02-05,-180540,102207,282747
Other Reportable,2019-01-29,-134698,111663,246361
Other Reportable,2019-01-22,-105904,114260,220164
Other Reportable,2019-01-15,-74387,139570,213957
Other Reportable,2019-01-08,-31326,168832,200158
Other Reportable,2018-12-31,-27883,176777,204660
Other Reportable,2018-12-24,-35944,180535,216479
Other Reportable,2018-12-18,-38222,170725,208947
Other Reportable,2018-12-11,-54883,142389,197272
Other Reportable,2018-12-04,-54400,138831,193231
Other Reportable,2018-11-27,-27671,171166,198837
Other Reportable,2018-11-20,29877,229849,199972
Other Reportable,2018-11-13,18168,207783,189615
Other Reportable,2018-11-06,17369,219879,202510
Other Reportable,2018-10-30,46978,265504,218526
Other Reportable,2018-10-23,21654,245640,223986
Other Reportable,2018-10-16,-16908,209694,226602
Other Reportable,2018-10-09,-27061,187375,214436
Other Reportable,2018-10-02,-55593,158275,213868
Other Reportable,2018-09-25,-47139,155794,202933
Other Reportable,2018-09-18,-68873,150309,219182
Other Reportable,2018-09-11,-85889,127061,212950
Other Reportable,2018-09-04,-99553,124448,224001
Other Reportable,2018-08-28,-109470,119939,229409
Other Reportable,2018-08-21,-111877,122244,234121
Other Reportable,2018-08-14,-96406,129639,226045
Other Reportable,2018-08-07,-97210,128428,225638
Other Reportable,2018-07-31,-97542,125957,223499
Other Reportable,2018-07-24,-75461,118452,193913
Other Reportable,2018-07-17,-89048,116457,205505
Other Reportable,2018-07-10,-72318,116526,188844
Other Reportable,2018-07-03,-58394,130724,189118
Other Reportable,2018-06-26,-41997,149680,191677
Other Reportable,2018-06-19,-61643,133159,194802
Other Reportable,2018-06-12,-44725,143201,187926
Other Reportable,2018-06-05,-32171,160408,192579
Other Reportable,2018-05-29,-33265,161756,195021
Other Reportable,2018-05-22,-27816,160796,188612
Other Reportable,2018-05-15,-25883,160894,186777
Other Reportable,2018-05-08,-17374,158065,175439
Other Reportable,2018-05-01,-7813,163679,171492
Other Reportable,2018-04-24,1329,172653,171324
Other Reportable,2018-04-17,-28560,161156,189716
Other Reportable,2018-04-10,-26446,165040,191486
Other Reportable,2018-04-03,-36739,162272,199011
Other Reportable,2018-03-27,-34071,162671,196742
Other Reportable,2018-03-20,-41365,149639,191004
Other Reportable,2018-03-13,-37045,175119,212164
Other Reportable,2018-03-06,-42912,180596,223508
Other Reportable,2018-02-27,-17052,202111,219163
Other Reportable,2018-02-20,-23613,199099,222712
Other Reportable,2018-02-13,-31230,200303,231533
Other Reportable,2018-02-06,-20307,220586,240893
Other Reportable,2018-01-30,-41375,187010,228385
Other Reportable,2018-01-23,-61667,162857,224524
Other Reportable,2018-01-16,-74299,145207,219506
Other Reportable,2018-01-09,-58485,150086,208571
Other Reportable,2018-01-02,-49352,150475,199827
Other Reportable,2017-12-26,-48903,152860,201763
Other Reportable,2017-12-19,-78356,135748,214104
Other Reportable,2017-12-12,-119083,140112,259195
Other Reportable,2017-12-05,-228212,143325,371537
Other Reportable,2017-11-28,-243739,138648,382387
Other Reportable,2017-11-21,-248065,131378,379443
Other Reportable,2017-11-14,-173023,143947,316970
Other Reportable,2017-11-07,-146623,142968,289591
Other Reportable,2017-10-31,-139833,146094,285927
Other Reportable,2017-10-24,-130144,150651,280795
Other Reportable,2017-10-17,-128781,149870,278651
Other Reportable,2017-10-10,-135880,137947,273827
Other Reportable,2017-10-03,-142988,125942,268930
Other Reportable,2017-09-26,-136070,126922,262992
Other Reportable,2017-09-19,-149645,115782,265427
Other Reportable,2017-09-12,-152672,109841,262513
Other Reportable,2017-09-05,-130435,122557,252992
Other Reportable,2017-08-29,-77985,128874,206859
Other Reportable,2017-08-22,-84896,128157,213053
Other Reportable,2017-08-15,-93401,123036,216437
Other Reportable,2017-08-08,-81011,128107,209118
Other Reportable,2017-08-01,-88752,124123,212875
Other Reportable,2017-07-25,-84126,118702,202828
Other Reportable,2017-07-18,-93206,121682,214888
Other Reportable,2017-07-11,-93500,134676,228176
Other Reportable,2017-07-03,-77198,150805,228003
Other Reportable,2017-06-27,-49784,168471,218255
Other Reportable,2017-06-20,-44823,168050,212873
Other Reportable,2017-06-13,-112851,153565,266416
Other Reportable,2017-06-06,-144152,126200,270352
Other Reportable,2017-05-30,-154421,114040,268461
Other Reportable,2017-05-23,-150858,113700,264558
Other Reportable,2017-05-16,-135663,128427,264090
Other Reportable,2017-05-09,-141204,120381,261585
Other Reportable,2017-05-02,-134413,109575,243988
Other Reportable,2017-04-25,-135068,111293,246361
Other Reportable,2017-04-18,-120970,116357,237327
Other Reportable,2017-04-11,-143424,119600,263024
Other Reportable,2017-04-04,-124356,106174,230530
Other Reportable,2017-03-28,-120207,101815,222022
Other Reportable,2017-03-21,-101429,114190,215619
Other Reportable,2017-03-14,-150254,117461,267715
Other Reportable,2017-03-07,-141455,118916,260371
Other Reportable,2017-02-28,-122360,115775,238135
Other Reportable,2017-02-21,-129536,114588,244124
Other Reportable,2017-02-14,-92878,125155,218033
Other Reportable,2017-02-07,-103374,116948,220322
Other Reportable,2017-01-31,-84153,123449,207602
Other Reportable,2017-01-24,-86219,123673,209892
Other Reportable,2017-01-17,-68000,126490,194490
Other Reportable,2017-01-10,-80016,121350,201366
Other Reportable,2017-01-03,-68030,121347,189377
Other Reportable,2016-12-27,-76553,111649,188202
Other Reportable,2016-12-20,-72852,109017,181869
Other Reportable,2016-12-13,-75809,127795,203604
Other Reportable,2016-12-06,-69359,116777,186136
Other Reportable,2016-11-29,-81057,116939,197996
Other Reportable,2016-11-22,-74419,113556,187975
Other Reportable,2016-11-15,-49530,111245,160775
Other Reportable,2016-11-08,-55853,106286,162139
Other Reportable,2016-11-01,-36606,116147,152753
Other Reportable,2016-10-25,-52999,104984,157983
Other Reportable,2016-10-18,-29890,125267,155157
Other Reportable,2016-10-11,-39584,125562,165146
Other Reportable,2016-10-04,-16187,134946,151133
Other Reportable,2016-09-27,-29390,130082,159472
Other Reportable,2016-09-20,-21882,132787,154669
Other Reportable,2016-09-13,-69033,148260,217293
Other Reportable,2016-09-06,-87850,146290,234140
Other Reportable,2016-08-30,-79532,148078,227610
Other Reportable,2016-08-23,-93881,147940,241821
Other Reportable,2016-08-16,-97071,146208,243279
Other Reportable,2016-08-09,-101556,142546,244102
Other Reportable,2016-08-02,-89550,140655,230205
Other Reportable,2016-07-26,-108351,135893,244244
Other Reportable,2016-07-19,-100024,135661,235685
Other Reportable,2016-07-12,-94409,135448,229857
Other Reportable,2016-07-05,-82836,129596,212432
Other Reportable,2016-06-28,-76284,125435,201719
Other Reportable,2016-06-21,-67479,128014,195493
Other Reportable,2016-06-14,-114736,134744,249480
Other Reportable,2016-06-07,-103165,128078,231243
Other Reportable,2016-05-31,-106194,131194,237388
Other Reportable,2016-05-24,-90958,136193,227151
Other Reportable,2016-05-17,-79248,139662,218910
Other Reportable,2016-05-10,-113233,132042,245275
Other Reportable,2016-05-03,-112487,133623,246110
Other Reportable,2016-04-26,-118695,133124,251819
Other Reportable,2016-04-19,-126235,134997,261232
Other Reportable,2016-04-12,-116083,133895,249978
Other Reportable,2016-04-05,-120866,129222,250088
Other Reportable,2016-03-29,-125742,125569,251311
Other Reportable,2016-03-22,-129690,117515,247205
Other Reportable,2016-03-15,-119410,124641,244051
Other Reportable,2016-03-08,-109962,122695,232657
Other Reportable,2016-03-01,-104282,126713,230995
Other Reportable,2016-02-23,-101014,121286,222300
Other Reportable,2016-02-16,-65023,138178,203201
Other Reportable,2016-02-09,-106779,124764,231543
Other Reportable,2016-02-02,-59495,125968,185463
Other Reportable,2016-01-26,-42189,138493,180682
Other Reportable,2016-01-19,-85802,122306,208108
Other Reportable,2016-01-12,-113066,107231,220297
Other Reportable,2016-01-05,-61000,123461,184461
Other Reportable,2015-12-29,-97494,104573,202067
Other Reportable,2015-12-22,-92125,111529,203654
Other Reportable,2015-12-15,-120129,118637,238766
Other Reportable,2015-12-08,-124951,99751,224702
Other Reportable,2015-12-01,-151421,96770,248191
Other Reportable,2015-11-24,-156656,97179,253835
Other Reportable,2015-11-17,-140591,95913,236504
Other Reportable,2015-11-10,-148311,92614,240925
Other Reportable,2015-11-03,-113113,104241,217354
Other Reportable,2015-10-27,-74859,130312,205171
Other Reportable,2015-10-20,-91708,129210,220918
Other Reportable,2015-10-13,-86952,117447,204399
Other Reportable,2015-10-06,-78290,131126,209416
Other Reportable,2015-09-29,-81642,130733,212375
Other Reportable,2015-09-22,-99635,123393,223028
Other Reportable,2015-09-15,-217869,112375,330244
Other Reportable,2015-09-08,-240136,118686,358822
Other Reportable,2015-09-01,-157679,120937,278616
Other Reportable,2015-08-25,-108448,131848,240296
Other Reportable,2015-08-18,-114306,109871,224177
Other Reportable,2015-08-11,-115482,113408,228890
Other Reportable,2015-08-04,-123873,110406,234279
Other Reportable,2015-07-28,-112945,109809,222754
Other Reportable,2015-07-21,-107898,105515,213413
Other Reportable,2015-07-14,-108906,108392,217298
Other Reportable,2015-07-07,-122359,98923,221282
Other Reportable,2015-06-30,-109972,108014,217986
Other Reportable,2015-06-23,-97060,106793,203853
Other Reportable,2015-06-16,-117907,117330,235237
Other Reportable,2015-06-09,-117911,122655,240566
Other Reportable,2015-06-02,-129692,120981,250673
Other Reportable,2015-05-26,-121499,119328,240827
Other Reportable,2015-05-19,-126048,115789,241837
Other Reportable,2015-05-12,-112192,119242,231434
Other Reportable,2015-05-05,-113325,119442,232767
Other Reportable,2015-04-28,-117733,115447,233180
Other Reportable,2015-04-21,-114795,114327,229122
Other Reportable,2015-04-14,-94322,121923,216245
Other Reportable,2015-04-07,-82115,126628,208743
Other Reportable,2015-03-31,-81340,137179,218519
Other Reportable,2015-03-24,-85955,135054,221009
Other Reportable,2015-03-17,-121420,129184,250604
Other Reportable,2015-03-10,-99203,142909,242112
Other Reportable,2015-03-03,-118743,128095,246838
Other Reportable,2015-02-24,-111998,119923,231921
Other Reportable,2015-02-17,-81603,128300,209903
Other Reportable,2015-02-10,-72816,130294,203110
Other Reportable,2015-02-03,-75368,130954,206322
Other Reportable,2015-01-27,-82084,135882,217966
Other Reportable,2015-01-20,-81563,136491,218054
Other Reportable,2015-01-13,-84483,135950,220433
Other Reportable,2015-01-06,-72636,145302,217938
Other Reportable,2014-12-30,-46818,159031,205849
Other Reportable,2014-12-23,-56052,157655,213707
Other Reportable,2014-12-16,-28995,179638,208633
Other Reportable,2014-12-09,-54636,152978,207614
Other Reportable,2014-12-02,-51372,156826,208198
Other Reportable,2014-11-25,-52784,159910,212694
Other Reportable,2014-11-18,-40749,163448,204197
Other Reportable,2014-11-11,-41347,156843,198190
Other Reportable,2014-11-04,-34060,162112,196172
Other Reportable,2014-10-28,-30372,165696,196068
Other Reportable,2014-10-21,-26787,166071,192858
Other Reportable,2014-10-14,-29243,178018,207261
Other Reportable,2014-10-07,-28294,171231,199525
Other Reportable,2014-09-30,-31016,168647,199663
Other Reportable,2014-09-23,-39515,174439,213954
Other Reportable,2014-09-16,-33208,201180,234388
Other Reportable,2014-09-09,-42954,189661,232615
Other Reportable,2014-09-02,-39683,197611,237294
Other Reportable,2014-08-26,-16894,199781,216675
Other Reportable,2014-08-19,8452,203899,195447
Other Reportable,2014-08-12,17912,204790,186878
Other Reportable,2014-08-05,15970,206190,190220
Other Reportable,2014-07-29,6804,226038,219234
Other Reportable,2014-07-22,9748,221597,211849
Other Reportable,2014-07-15,21736,232662,210926
Other Reportable,2014-07-08,19043,233011,213968
Other Reportable,2014-07-01,25414,249993,224579
Other Reportable,2014-06-24,28322,233555,205233
Other Reportable,2014-06-17,-45969,236746,282715
Other Reportable,2014-06-10,-42263,247700,289963
Other Reportable,2014-06-03,-29334,235432,264766
Other Reportable,2014-05-27,770,243234,242464
Other Reportable,2014-05-20,7510,222727,215217
Other Reportable,2014-05-13,-9305,221033,230338
Other Reportable,2014-05-06,1686,219108,217422
Other Reportable,2014-04-29,14250,226415,212165
Other Reportable,2014-04-22,6469,211722,205253
Other Reportable,2014-04-15,33007,227704,194697
Other Reportable,2014-04-08,48370,231143,182773
Other Reportable,2014-04-01,-25447,214733,240180
Other Reportable,2014-03-25,716,236853,236137
Other Reportable,2014-03-18,-88360,218472,306832
Other Reportable,2014-03-11,-82963,208383,291346
Other Reportable,2014-03-04,-68408,208936,277344
Other Reportable,2014-02-25,-41077,218486,259563
Other Reportable,2014-02-18,-64719,200182,264901
Other Reportable,2014-02-11,-38843,211404,250247
Other Reportable,2014-02-04,14606,217409,202803
Other Reportable,2014-01-28,-9905,211321,221226
Other Reportable,2014-01-21,10020,225815,215795
Other Reportable,2014-01-14,-65724,217853,283577
Other Reportable,2014-01-07,-54274,212577,266851
Other Reportable,2013-12-31,-58570,208787,267357
Other Reportable,2013-12-24,-26041,219586,245627
Other Reportable,2013-12-17,-112715,179045,291760
Other Reportable,2013-12-10,-112581,175487,288068
Other Reportable,2013-12-03,-133324,177597,310921
Other Reportable,2013-11-26,-98813,190335,289148
Other Reportable,2013-11-19,-106807,192573,299380
Other Reportable,2013-11-12,-99327,186117,285444
Other Reportable,2013-11-05,-75623,185695,261318
Other Reportable,2013-10-29,-70793,185941,256734
Other Reportable,2013-10-22,-29714,187205,216919
Other Reportable,2013-10-15,-3086,196073,199159
Other Reportable,2013-10-08,28991,214450,185459
Other Reportable,2013-10-01,31233,206822,175589
Other Reportable,2013-09-24,31028,200871,169843
Other Reportable,2013-09-17,-62608,186014,248622
Other Reportable,2013-09-10,-52548,185351,237899
Other Reportable,2013-09-03,-3744,201221,204965
Other Reportable,2013-08-27,59752,259049,199297
Other Reportable,2013-08-20,53793,243659,189866
Other Reportable,2013-08-13,27024,248424,221400
Other Reportable,2013-08-06,43430,245850,202420
Other Reportable,2013-07-30,34850,231406,196556
Other Reportable,2013-07-23,32881,237255,204374
Other Reportable,2013-07-16,18553,228180,209627
Other Reportable,2013-07-09,-16709,192934,209643
Other Reportable,2013-07-02,-9177,199130,208307
Other Reportable,2013-06-25,20135,217333,197198
Other Reportable,2013-06-18,46192,253926,207734
Other Reportable,2013-06-11,71240,252095,180855
Other Reportable,2013-06-04,72280,236249,163969
Other Reportable,2013-05-28,82972,256267,173295
Other Reportable,2013-05-21,68730,249033,180303
Other Reportable,2013-05-14,56918,244965,188047
Other Reportable,2013-05-07,58039,238305,180266
Other Reportable,2013-04-30,35477,199757,164280
Other Reportable,2013-04-23,25915,196031,170116
Other Reportable,2013-04-16,38504,189571,151067
Other Reportable,2013-04-09,43029,182275,139246
Other Reportable,2013-04-02,40725,188710,147985
Other Reportable,2013-03-26,46059,187304,141245
Other Reportable,2013-03-19,58095,187834,129739
Other Reportable,2013-03-12,56087,234300,178213
Other Reportable,2013-03-05,17515,202788,185273
Other Reportable,2013-02-26,-4034,181933,185967
Other Reportable,2013-02-19,-18543,168713,187256
Other Reportable,2013-02-12,-4774,174386,179160
Other Reportable,2013-02-05,16931,171281,154350
Other Reportable,2013-01-29,-115,166023,166138
Other Reportable,2013-01-22,8417,158460,150043
Other Reportable,2013-01-15,7675,158613,150938
Other Reportable,2013-01-08,25617,170211,144594
Other Reportable,2012-12-31,29385,155801,126416
Other Reportable,2012-12-24,27242,152985,125743
Other Reportable,2012-12-18,-8602,156130,164732
Other Reportable,2012-12-11,6513,167785,161272
Other Reportable,2012-12-04,-12359,159638,171997
Other Reportable,2012-11-27,-4376,160514,164890
Other Reportable,2012-11-20,7819,154313,146494
Other Reportable,2012-11-13,17639,157134,139495
Other Reportable,2012-11-06,-3091,139708,142799
Other Reportable,2012-10-30,-14437,132212,146649
Other Reportable,2012-10-23,2733,128920,126187
Other Reportable,2012-10-16,564,132755,132191
Other Reportable,2012-10-09,14516,134862,120346
Other Reportable,2012-10-02,-5733,132854,138587
Other Reportable,2012-09-25,-9471,137598,147069
Other Reportable,2012-09-18,-20680,168481,189161
Other Reportable,2012-09-11,-21801,167072,188873
Other Reportable,2012-09-04,-13551,163911,177462
Other Reportable,2012-08-28,-19307,164004,183311
Other Reportable,2012-08-21,-19171,172548,191719
Other Reportable,2012-08-14,9862,181584,171722
Other Reportable,2012-08-07,13545,181094,167549
Other Reportable,2012-07-31,-6237,152079,158316
Other Reportable,2012-07-24,10420,148679,138259
Other Reportable,2012-07-17,2483,140691,138208
Other Reportable,2012-07-10,14954,141475,126521
Other Reportable,2012-07-03,-16582,148586,165168
Other Reportable,2012-06-26,31148,146309,115161
Other Reportable,2012-06-19,18703,141138,122435
Other Reportable,2012-06-12,-29615,136955,166570
Other Reportable,2012-06-05,-54904,101121,156025
Other Reportable,2012-05-29,-55737,109902,165639
Other Reportable,2012-05-22,-31215,120041,151256
Other Reportable,2012-05-15,-6829,135714,142543
Other Reportable,2012-05-08,34681,163944,129263
Other Reportable,2012-05-01,-5024,150091,155115
Other Reportable,2012-04-24,2339,151321,148982
Other Reportable,2012-04-17,-13116,148829,161945
Other Reportable,2012-04-10,-11959,137388,149347
Other Reportable,2012-04-03,-40984,131258,172242
Other Reportable,2012-03-27,-34464,123636,158100
Other Reportable,2012-03-20,-26761,119221,145982
Other Reportable,2012-03-13,-9949,145776,155725
Other Reportable,2012-03-06,28937,150997,122060
Other Reportable,2012-02-28,-19292,130175,149467
Other Reportable,2012-02-21,-18200,128618,146818
Other Reportable,2012-02-14,-1905,141675,143580
Other Reportable,2012-02-07,17255,143292,126037
Other Reportable,2012-01-31,33702,146808,113106
Other Reportable,2012-01-24,13827,137975,124148
Other Reportable,2012-01-17,-1099,126235,127334
Other Reportable,2012-01-10,18121,134147,116026
Other Reportable,2012-01-03,11977,120567,108590
