name,sym,open,close,change,percent,snr
Motorola,MSI,399.86,442.04,42.18,0.105,0.87
Public Storage,PSA,298.29,343.72,45.43,0.152,0.76
Arch Capital,ACGL,96.18,113.09,16.91,0.176,0.71
Booz Allen Hamilton Holding,BAH,143.31,158.78,15.47,0.108,0.68
"Ventas, Inc.",VTR,54.96,62.11,7.15,0.13,0.67
Ventas,VTR,54.96,62.11,7.15,0.13,0.67
Progressive,PGR,216.5,252.2,35.7,0.165,0.65
UDR,UDR,40.52,44.51,3.99,0.098,0.65
Erie Indemnity,ERIE,441.3,508.23,66.93,0.152,0.65
CME,CME,194.21,215.74,21.53,0.111,0.64
Merit Medical,MMSI,84.81,96.68,11.87,0.14,0.64
Northrop Grumman,NOC,485.8,523.21,37.41,0.077,0.61
CareTrust REIT,CTRE,27.1,29.88,2.78,0.103,0.6
Mid-America,MAA,141.49,162.37,20.88,0.148,0.59
W.R. Berkley Corp.,WRB,55.38,59.7,4.32,0.078,0.59
WR Berkley,WRB,55.38,59.7,4.32,0.078,0.59
Intercontinental Exchange,ICE,150.28,161.55,11.27,0.075,0.58
Universal Health,UHS,215.11,237.97,22.86,0.106,0.58
Edison International,EIX,80.5,87.03,6.53,0.081,0.57
Clorox,CLX,132.6,158.31,25.71,0.194,0.56
Coca-Cola,KO,67,72.47,5.47,0.082,0.55
Medtronic,MDT,80.69,88.58,7.89,0.098,0.53
Keurig Dr Pepper,KDP,34.38,36.61,2.23,0.065,0.53
Leidos,LDOS,145.23,158.51,13.28,0.091,0.53
Boston Scientific,BSX,74.12,81.79,7.67,0.103,0.52
Altria,MO,49.61,53.77,4.16,0.084,0.51
Aon PLC,AON,330,343.72,13.72,0.042,0.5
Republic,RSG,194.87,208.21,13.34,0.068,0.5
Juniper Networks,JNPR,37.82,38.88,1.06,0.028,0.49
Stryker,SYK,330.14,360.42,30.28,0.092,0.48
"Welltower, Inc.",WELL,112.4,120.68,8.28,0.074,0.48
Welltower,WELL,112.4,120.68,8.28,0.074,0.48
Equifax,EFX,278.6,307.13,28.53,0.102,0.48
American Homes 4 Rent,AMH,36.35,39.77,3.42,0.094,0.48
RenaissanceRe,RNR,233.92,254.79,20.87,0.089,0.48
Intuitive Surgical,ISRG,443.3,492.63,49.33,0.111,0.47
Colgate-Palmolive,CL,99.55,106.5,6.95,0.07,0.47
Quest Diagnostics,DGX,142.86,156.97,14.11,0.099,0.47
Assurant,AIZ,175.9,196.35,20.45,0.116,0.47
Ecolab,ECL,232.99,253.18,20.19,0.087,0.46
Floor & Decor,FND,98.07,112.44,14.37,0.147,0.46
Extra Space Storage,EXR,162.07,177,14.93,0.092,0.46
Camden Property Trust,CPT,112.37,125.2,12.83,0.114,0.46
Linde,LIN,456.07,478.25,22.18,0.049,0.45
GoDaddy,GDDY,146.07,167.41,21.34,0.146,0.45
CubeSmart,CUBE,48.04,51.83,3.79,0.079,0.45
T-Mobile US,TMUS,181.87,198.72,16.85,0.093,0.44
Cinemark,CNK,23.58,27.38,3.8,0.161,0.44
Ultragenyx Pharmaceutical,RARE,45,56.78,11.78,0.262,0.44
Philip Morris International,PM,115.78,123.29,7.51,0.065,0.43
Lockheed Martin,LMT,544.04,568.1,24.06,0.044,0.43
ResMed,RMD,212.75,245.02,32.27,0.152,0.43
PPL,PPL,29.87,31.91,2.04,0.068,0.43
Semtech,SMTC,31.56,43.82,12.26,0.388,0.43
Independence Realty Trust,IRT,18.6,20.78,2.18,0.117,0.43
Acadia Healthcare,ACHC,69.26,81.93,12.67,0.183,0.42
Kellogg,K,60.1,80.61,20.51,0.341,0.41
Halozyme Therapeutics,HALO,55.52,63.85,8.33,0.15,0.41
CBOE,CBOE,183.74,205.4,21.66,0.118,0.4
Automatic Data Processing,ADP,260.38,275.91,15.53,0.06,0.39
Realty Income,O,57.64,62.11,4.47,0.078,0.39
Kimberly-Clark,KMB,136.12,144.66,8.54,0.063,0.39
AvalonBay Communities,AVB,209.35,225.73,16.38,0.078,0.39
Equity Residential,EQR,70.18,74.88,4.7,0.067,0.39
DaVita,DVA,136.72,150.92,14.2,0.104,0.39
Parsons,PSN,90.64,95.46,4.82,0.053,0.39
McDonald's,MCD,266.82,288.66,21.84,0.082,0.38
HCA,HCA,364.11,395.59,31.48,0.086,0.38
Cintas,CTAS,760.9,805.12,44.22,0.058,0.38
Essex Property Trust,ESS,280.3,301.79,21.49,0.077,0.38
"Virtu Financial, Inc.",VIRT,27.47,30.71,3.24,0.118,0.38
Virtu Financial,VIRT,27.47,30.71,3.24,0.118,0.38
Omnicell,OMCL,32.13,44.48,12.35,0.384,0.38
Axonics Modulation,AXNX,68.59,69.17,0.58,0.008,0.38
AFLAC,AFL,104.38,110.36,5.98,0.057,0.37
"WEC Energy Group, Inc.",WEC,86.77,93.03,6.26,0.072,0.37
Wec Energy,WEC,86.77,93.03,6.26,0.072,0.37
Penumbra,PEN,168.73,202.32,33.59,0.199,0.37
Regency Centers,REG,67.7,72.69,4.99,0.074,0.37
Regeneron Pharma,REGN,1060.86,1184.69,123.83,0.117,0.36
Edwards Lifesciences,EW,63.05,69.96,6.91,0.11,0.36
Cardinal Health,CAH,101.29,112.72,11.43,0.113,0.36
Glaukos,GKOS,111.04,133.89,22.85,0.206,0.36
Pilgrim's Pride,PPC,43,46.58,3.58,0.083,0.36
Granite Construction,GVA,70,75.16,5.16,0.074,0.36
CareDx,CDNA,26,30.73,4.73,0.182,0.36
United Therapeutics,UTHR,312.29,363.55,51.26,0.164,0.35
FirstEnergy,FE,42.19,43.92,1.73,0.041,0.35
Agree Realty,ADC,69.59,73.01,3.42,0.049,0.35
National Storage Affiliates Trust,NSA,42.87,46.74,3.87,0.09,0.35
Belden,BDC,93.18,107.28,14.1,0.151,0.35
Costco,COST,818.55,892.38,73.83,0.09,0.34
Trupanion,TRUP,37.31,45.73,8.42,0.226,0.34
Netflix,NFLX,629.25,701.35,72.1,0.115,0.33
Procter and Gamble,PG,160.88,171.54,10.66,0.066,0.33
General Mills,GIS,67,72.29,5.29,0.079,0.33
Brown and Brown,BRO,100.04,105.13,5.09,0.051,0.33
Post,POST,109.36,115.77,6.41,0.059,0.33
Abbott Labs,ABT,106.65,113.27,6.62,0.062,0.32
Frank's International,FI,164.17,174.6,10.43,0.064,0.32
Fiserv,FISV,164.17,174.6,10.43,0.064,0.32
Exact Sciences,EXAS,55.23,61.69,6.46,0.117,0.32
"VICI Properties, Inc.",VICI,32.03,33.48,1.45,0.045,0.32
VICI Properties,VICI,32.03,33.48,1.45,0.045,0.32
Omega Healthcare Investors,OHI,36.69,39.54,2.85,0.078,0.32
Cincinnati Financial,CINF,131.25,137.03,5.78,0.044,0.32
Coca-Cola Bottling Consolidated,COKE,1167.34,1342.4,175.06,0.15,0.32
Brixmor Property,BRX,25.7,27.39,1.69,0.066,0.32
"Walmart, Inc.",WMT,68.91,77.23,8.32,0.121,0.31
Wal-Mart,WMT,68.91,77.23,8.32,0.121,0.31
NIKE,NKE,74.7,83.32,8.62,0.115,0.31
Moody's,MCO,458.6,487.74,29.14,0.064,0.31
Tenet Healthcare,THC,150.37,165.84,15.47,0.103,0.31
Box,BOX,28.18,32.6,4.42,0.157,0.31
Bright Horizons Family,BFAM,120.39,140.72,20.33,0.169,0.31
ICU Medical,ICUI,126.92,165.33,38.41,0.303,0.31
First American,FAF,61.05,63.8,2.75,0.045,0.31
Vector,VGR,13.44,14.98,1.54,0.115,0.31
Vector Group Ltd.,VGR,13.44,14.98,1.54,0.115,0.31
BioCryst Pharma,BCRX,7.28,8.69,1.41,0.194,0.31
AbbVie,ABBV,187.77,196.31,8.54,0.045,0.3
"Waste Management, Inc.",WM,203.22,212.04,8.82,0.043,0.3
Waste Management,WM,203.22,212.04,8.82,0.043,0.3
Allstate,ALL,174.5,188.94,14.44,0.083,0.3
NiSource,NI,31.42,33.06,1.64,0.052,0.3
CMS Energy,CMS,65.11,67.86,2.75,0.042,0.3
frontdoor,FTDR,42.68,48.08,5.4,0.127,0.3
National Health Investors,NHI,75.29,81.43,6.14,0.082,0.3
3M,MMM,127.5,134.69,7.19,0.056,0.29
Teleflex,TFX,226.73,245.17,18.44,0.081,0.29
Elanco Animal Health,ELAN,13.11,15.47,2.36,0.18,0.29
Hawaiian,HA,12.74,17.32,4.58,0.359,0.29
Arrow Electronics,ARW,131.7,135.08,3.38,0.026,0.29
Spectrum Brands,SPB,84.68,94.32,9.64,0.114,0.29
VOXX International,VOXX,2.59,5.49,2.9,1.12,0.29
VOXX International Corp.,VOXX,2.59,5.49,2.9,1.12,0.29
Hawkins,HWKN,113.69,126.67,12.98,0.114,0.29
Eli Lilly,LLY,833.62,960.02,126.4,0.152,0.28
S&P Global,SPGI,489.91,513.24,23.33,0.048,0.28
ONEOK,OKE,82.58,92.36,9.78,0.118,0.28
Simon Property,SPG,155.01,167.35,12.34,0.08,0.28
Natera,NTRA,103.08,118.26,15.18,0.147,0.28
Tetra Tech,TTEK,222.36,237.74,15.38,0.069,0.28
ACI Worldwide,ACIW,48.25,50.36,2.11,0.044,0.28
Protagonist Therapeutics,PTGX,37.42,42.89,5.47,0.146,0.28
Fortinet,FTNT,58.03,76.71,18.68,0.322,0.27
eBay,EBAY,55.06,59.1,4.04,0.073,0.27
Tyler,TYL,566.64,587.87,21.23,0.037,0.27
Kimco Realty,KIM,22.25,23.26,1.01,0.045,0.27
Alliant Energy,LNT,55.91,58.27,2.36,0.042,0.27
Applied DNA Sciences,APDN,0.37,1.91,1.54,4.162,0.27
IES,IESC,155.11,186.53,31.42,0.203,0.27
MSCI,MSCI,542.12,580.59,38.47,0.071,0.26
Iron Mountain,IRM,105,113.26,8.26,0.079,0.26
Nutanix,NTNX,50.57,63.19,12.62,0.25,0.26
AECOM,ACM,90.65,100.14,9.49,0.105,0.26
Freshpet,FRPT,121.79,136,14.21,0.117,0.26
InterDigital,IDCC,130,138.56,8.56,0.066,0.26
Fidelity National Financial,FNF,56.7,58.96,2.26,0.04,0.26
SPX,SPXC,147.27,163.14,15.87,0.108,0.26
Twenty-First Century Fox,FOX,35.64,38.43,2.79,0.078,0.26
Integer,ITGR,118.85,130.07,11.22,0.094,0.26
Everi,EVRI,12.88,13.05,0.17,0.013,0.26
Sherwin-Williams,SHW,351.38,369.37,17.99,0.051,0.25
NextEra Energy,NEE,76.32,80.51,4.19,0.055,0.25
Newmont Mining,NEM,49.25,53.39,4.14,0.084,0.25
"Zscaler, Inc.",ZS,178.62,199.98,21.36,0.12,0.25
Zscaler,ZS,178.62,199.98,21.36,0.12,0.25
Nasdaq,NDAQ,67.83,72.08,4.25,0.063,0.25
Twenty-First Century Fox,FOXA,38.26,41.37,3.11,0.081,0.25
Rollins,ROL,47.89,50.18,2.29,0.048,0.25
Equity Lifestyle Properties,ELS,69.22,72.71,3.49,0.05,0.25
"Woodward, Inc.",WWD,156.22,166.65,10.43,0.067,0.25
Woodward,WWD,156.22,166.65,10.43,0.067,0.25
Kinsale Capital,KNSL,459.89,491.09,31.2,0.068,0.25
First Cash,FCFS,111.22,120.09,8.87,0.08,0.25
SCIENCE APPLICATIONS INTERNATIONAL,SAIC,124.34,130.59,6.25,0.05,0.25
Four Corners Property Trust,FCPT,27.71,28.35,0.64,0.023,0.25
Addus HomeCare,ADUS,121.78,133.01,11.23,0.092,0.25
CommScope Holding,COMM,2.61,3.86,1.25,0.479,0.25
General Motors,GM,44.67,49.78,5.11,0.114,0.24
The Trade Desk,TTD,90.52,104.53,14.01,0.155,0.24
Fidelity National Information,FIS,77.13,82.45,5.32,0.069,0.24
Darden Restaurants,DRI,147.03,158.15,11.12,0.076,0.24
"Veeva Systems, Inc.",VEEV,192.19,216.44,24.25,0.126,0.24
Veeva,VEEV,192.19,216.44,24.25,0.126,0.24
Planet Fitness,PLNT,74.3,81.21,6.91,0.093,0.24
Campbell Soup,CPB,46.96,49.72,2.76,0.059,0.24
US Foods Holding,USFD,54.59,59.21,4.62,0.085,0.24
US Foods Holding Corp.,USFD,54.59,59.21,4.62,0.085,0.24
Inspire Medical Systems,INSP,141.82,179.82,38,0.268,0.24
Cooper Companies,COO,93.31,105.73,12.42,0.133,0.24
Catalent,CTLT,59.54,60.96,1.42,0.024,0.24
Paylocity Holding,PCTY,150.59,161.4,10.81,0.072,0.24
Aspen Aerogels,ASPN,20.7,28.69,7.99,0.386,0.24
Essential Properties Realty Trust,EPRT,29.9,31.91,2.01,0.067,0.24
Kite Realty Trust,KRG,24.83,26.08,1.25,0.05,0.24
Clearway Energy,CWEN,27,28.96,1.96,0.073,0.24
Johnson and Johnson,JNJ,158.48,165.86,7.38,0.047,0.23
NVR,NVR,8614.03,9172.46,558.43,0.065,0.23
Tyson Foods,TSN,61.28,64.31,3.03,0.049,0.23
Transmedics Group,TMDX,164.84,168.06,3.22,0.02,0.23
CH Robinson Worldwide,CHRW,98.86,103.51,4.65,0.047,0.23
Ameren,AEE,79.26,82.51,3.25,0.041,0.23
Sun Communities,SUI,126.61,135.24,8.63,0.068,0.23
Aramark,ARMK,34.35,36.63,2.28,0.066,0.23
Tradeweb Markets,TW,111.86,118.24,6.38,0.057,0.23
ADMA Biologics,ADMA,12.36,17.31,4.95,0.4,0.23
Aspen Technology,AZPN,187.88,234.14,46.26,0.246,0.23
Ingredion,INGR,124.69,134.31,9.62,0.077,0.23
The Ensign,ENSG,141.04,151.36,10.32,0.073,0.23
The Hanover Insurance,THG,137.77,146.99,9.22,0.067,0.23
Catalyst Pharma,CPRX,17.27,20.25,2.98,0.173,0.23
IBM,IBM,192.81,202.13,9.32,0.048,0.22
Best Buy,BBY,86.74,100.4,13.66,0.157,0.22
McCormick,MKC,77.13,80.03,2.9,0.038,0.22
Packaging of America,PKG,200.19,209.54,9.35,0.047,0.22
Invitation Homes,INVH,35.59,36.84,1.25,0.035,0.22
MarketAxess,MKTX,222.84,242.39,19.55,0.088,0.22
Stericycle,SRCL,58.59,59.26,0.67,0.011,0.22
National Retail Properties,NNN,45.5,46.99,1.49,0.033,0.22
CACI International,CACI,464.45,488.12,23.67,0.051,0.22
Harrow Health,HROW,25.81,40.46,14.65,0.568,0.22
PayPal,PYPL,65.78,72.43,6.65,0.101,0.21
"Workday, Inc.",WDAY,227.33,263.19,35.86,0.158,0.21
Workday,WDAY,227.33,263.19,35.86,0.158,0.21
Duke Energy,DUK,109.77,113.95,4.18,0.038,0.21
"Zoom Video Communications, Inc.",ZM,60.44,69.08,8.64,0.143,0.21
Zoom Video,ZM,60.44,69.08,8.64,0.143,0.21
Fair Isaac,FICO,1554.68,1730.27,175.59,0.113,0.21
Travelers Companies,TRV,218.22,228.07,9.85,0.045,0.21
Garmin,GRMN,171.93,183.29,11.36,0.066,0.21
R1 RCM,RCM,14.05,14.11,0.06,0.004,0.21
Evolent Health,EVH,23.13,31.98,8.85,0.383,0.21
Iovance Biotherapeutics,IOVA,8.86,11.66,2.8,0.316,0.21
G1 Therapeutics,GTHX,4.29,7.11,2.82,0.657,0.21
Tecnoglass,TGLS,53.54,61.97,8.43,0.157,0.21
"Visa, Inc.",V,266.33,276.37,10.04,0.038,0.2
Visa,V,266.33,276.37,10.04,0.038,0.2
Palo Alto Networks,PANW,323.41,362.72,39.31,0.122,0.2
Targa Resources,TRGP,135.35,146.9,11.55,0.085,0.2
"Xcel Energy, Inc.",XEL,57.61,61.23,3.62,0.063,0.2
Xcel Energy,XEL,57.61,61.23,3.62,0.063,0.2
Hartford Financial,HIG,111.95,116.1,4.15,0.037,0.2
CF Industries,CF,76.54,83.09,6.55,0.086,0.2
Vornado Realty Trust,VNO,30.33,34.37,4.04,0.133,0.2
Vornado Realty Trust,VNO,30.33,34.37,4.04,0.133,0.2
Carter's,CRI,60.51,65.9,5.39,0.089,0.2
Envestnet,ENV,62,62.75,0.75,0.012,0.2
Sabra Healthcare REIT,SBRA,16.28,17.04,0.76,0.047,0.2
Quidel,QDEL,41.84,42.25,0.41,0.01,0.2
"Veracyte, Inc.",VCYT,24.18,31.55,7.37,0.305,0.2
Veracyte,VCYT,24.18,31.55,7.37,0.305,0.2
Starbucks,SBUX,77.89,94.57,16.68,0.214,0.19
Roku,ROKU,58.59,67.77,9.18,0.157,0.19
Williams Cos,WMB,43.11,45.77,2.66,0.062,0.19
NRG Energy,NRG,75,85.01,10.01,0.133,0.19
Dick's Sporting Goods,DKS,216.66,236.96,20.3,0.094,0.19
Church and Dwight,CHD,98.37,101.88,3.51,0.036,0.19
BioMarin Pharmaceutical,BMRN,84.4,91.21,6.81,0.081,0.19
Exelixis,EXEL,23.51,26.03,2.52,0.107,0.19
AeroVironment,AVAV,179.59,203.76,24.17,0.135,0.19
PetIQ,PETQ,21.9,30.55,8.65,0.395,0.19
Amicus Therapeutics,FOLD,10.34,11.61,1.27,0.123,0.19
Old Republic International,ORI,34.84,35.87,1.03,0.03,0.19
FTI Consulting,FCN,218.33,228.31,9.98,0.046,0.19
Forward Air,FWRD,25.32,31.77,6.45,0.255,0.19
Extreme Networks,EXTR,14.34,15.75,1.41,0.098,0.19
Amphastar Pharma,AMPH,43.5,48.74,5.24,0.12,0.19
Blackbaud,BLKB,79.73,83.6,3.87,0.049,0.19
Uber Technologies,UBER,64.86,73.13,8.27,0.128,0.18
Mastercard,MA,465.46,483.34,17.88,0.038,0.18
Mondelez,MDLZ,67.65,71.81,4.16,0.061,0.18
Equinix,EQIX,792.5,834.36,41.86,0.053,0.18
Chubb,CB,277.91,284.18,6.27,0.023,0.18
Autodesk,ADSK,247.09,258.4,11.31,0.046,0.18
Global Payments,GPN,101.91,111.01,9.1,0.089,0.18
Dominion Resources,D,53.59,55.9,2.31,0.043,0.18
DTE Energy,DTE,121.07,125.02,3.95,0.033,0.18
MACOM Technology,MTSI,99.11,109.23,10.12,0.102,0.18
Genpact,G,34.67,39.23,4.56,0.132,0.18
AAON,AAON,88.42,95.51,7.09,0.08,0.18
Casella Waste,CWST,103.11,107.86,4.75,0.046,0.18
Ardelyx,ARDX,5.6,6.18,0.58,0.104,0.18
Prestige Brand,PBH,70.65,74.64,3.99,0.056,0.18
Diamondrock Hospitality,DRH,8.26,8.79,0.53,0.064,0.18
Marvell Technology,MRVL,65.55,76.24,10.69,0.163,0.17
Monolithic Power,MPWR,842.25,934.68,92.43,0.11,0.17
TransDigm,TDG,1287.42,1373.21,85.79,0.067,0.17
Bank of New York Mellon,BK,65.24,68.22,2.98,0.046,0.17
Arthur J. Gallagher,AJG,285.37,292.57,7.2,0.025,0.17
Entergy,ETR,117.5,120.69,3.19,0.027,0.17
Consolidated Edison,ED,98.14,101.56,3.42,0.035,0.17
Laboratory of America,LH,220,229.89,9.89,0.045,0.17
Hasbro,HAS,64.35,68.16,3.81,0.059,0.17
Revance Therapeutics,RVNC,3.72,6.57,2.85,0.766,0.17
KBR Inc,KBR,66.57,69.36,2.79,0.042,0.17
Skyline,SKY,82,93.41,11.41,0.139,0.17
AptarGroup,ATR,146.88,153.19,6.31,0.043,0.17
"Workiva, Inc.",WK,73.36,78.17,4.81,0.066,0.17
Workiva,WK,73.36,78.17,4.81,0.066,0.17
Infinera,INFN,5.96,6.29,0.33,0.055,0.17
CarGurus,CARG,25.02,28.98,3.96,0.158,0.17
United Health,UNH,577.2,590.2,13,0.023,0.16
Merck,MRK,113.13,118.45,5.32,0.047,0.16
TrueCar,TRUE,19.31,19.9,0.59,0.031,0.16
Gilead Sciences,GILD,76.11,79,2.89,0.038,0.16
Southern,SO,83.92,86.4,2.48,0.03,0.16
Alnylam Pharma,ALNY,250,262.69,12.69,0.051,0.16
Take-Two Interactive Software,TTWO,150.16,161.71,11.55,0.077,0.16
Sunrun,RUN,18.85,20.52,1.67,0.089,0.16
TransUnion,TRU,90.14,96.81,6.67,0.074,0.16
"Zimmer Biomet Holdings, Inc.",ZBH,111.84,115.46,3.62,0.032,0.16
Zimmer Biomet,ZBH,111.84,115.46,3.62,0.032,0.16
Heico,HEI,241.72,256.56,14.84,0.061,0.16
FMC,FMC,63.35,64.58,1.23,0.019,0.16
Lithia Motors,LAD,302.51,301.08,-1.43,-0.005,0.16
TG Therapeutics,TGTX,19.68,23.49,3.81,0.194,0.16
Performance Food,PFGC,69.25,74.64,5.39,0.078,0.16
K12,LRN,76.18,82.34,6.16,0.081,0.16
Q2 Holdings,QTWO,70.44,74.21,3.77,0.054,0.16
Houlihan Lokey,HLI,151.34,156.62,5.28,0.035,0.16
STARWOOD PROPERTY TRUST,STWD,20.02,20.84,0.82,0.041,0.16
IDACORP,IDA,99.97,101.91,1.94,0.019,0.16
EPR Properties,EPR,45.43,47.47,2.04,0.045,0.16
Telephone and Data,TDS,21.35,23.62,2.27,0.106,0.16
"Verizon Communications, Inc.",VZ,40.67,41.78,1.11,0.027,0.15
Verizon Communications,VZ,40.67,41.78,1.11,0.027,0.15
Bristol-Myers Squibb,BMY,47.8,49.95,2.15,0.045,0.15
Carvana Co.,CVNA,147.34,150.62,3.28,0.022,0.15
Square,SQ,61.99,66.08,4.09,0.066,0.15
Westinghouse Air Brake,WAB,160.94,169.57,8.63,0.054,0.15
Westinghouse Air Brake Technologies Corp.,WAB,160.94,169.57,8.63,0.054,0.15
Sysco,SYY,76.99,77.97,0.98,0.013,0.15
International Paper,IP,46.39,48.42,2.03,0.044,0.15
Interactive Brokers,IBKR,120,128.89,8.89,0.074,0.15
Atmos Energy,ATO,128.48,130.74,2.26,0.018,0.15
Masimo,MASI,106.13,117.52,11.39,0.107,0.15
Cirrus Logic,CRUS,129.25,145.69,16.44,0.127,0.15
Gaming and Leisure Properties,GLPI,50.47,52.02,1.55,0.031,0.15
Jazz Pharma,JAZZ,113.15,115.98,2.83,0.025,0.15
Tandem Diabetes Care,TNDM,36.9,43.5,6.6,0.179,0.15
Papa John's International,PZZA,44.35,47.37,3.02,0.068,0.15
BPC Acquisition,BERY,65.77,68.86,3.09,0.047,0.15
Applied Optoelectronics,AAOI,9.61,11.35,1.74,0.181,0.15
Dynex Capital,DX,12.21,12.6,0.39,0.032,0.15
Union Pacific,UNP,247.37,256.09,8.72,0.035,0.14
Southwest Airlines,LUV,27,28.92,1.92,0.071,0.14
Illumina,ILMN,123,131.4,8.4,0.068,0.14
Keysight,KEYS,138.75,154.12,15.37,0.111,0.14
"Verisk Analytics, Inc.",VRSK,261.37,272.82,11.45,0.044,0.14
Verisk Analytics,VRSK,261.37,272.82,11.45,0.044,0.14
Eversource Energy,ES,64.32,67.53,3.21,0.05,0.14
Fortive,FTV,71.58,74.4,2.82,0.039,0.14
Shake Shack,SHAK,103.27,99.41,-3.86,-0.037,0.14
Curtiss-Wright,CW,295.52,315.86,20.34,0.069,0.14
Axis Capital,AXS,75.86,79.88,4.02,0.053,0.14
Primerica,PRI,252.99,263.23,10.24,0.04,0.14
CSW Industrials,CSWI,322,337.63,15.63,0.049,0.14
Digital Turbine,APPS,2.38,3.22,0.84,0.353,0.14
Caleres,CAL,38.65,42.13,3.48,0.09,0.14
Chuy's,CHUY,37.1,37.2,0.1,0.003,0.14
J P Morgan,JPM,213.2,224.8,11.6,0.054,0.13
Texas Instruments,TXN,201.75,214.34,12.59,0.062,0.13
ServiceNow,NOW,818.86,855,36.14,0.044,0.13
MongoDB,MDB,246.47,290.79,44.32,0.18,0.13
AutoZone,AZO,3135.07,3181.48,46.41,0.015,0.13
Ross Stores,ROST,143.71,150.61,6.9,0.048,0.13
US Bancorp,USB,44.92,47.23,2.31,0.051,0.13
Expedia,EXPE,126.8,139.09,12.29,0.097,0.13
Cummins,CMI,305,312.85,7.85,0.026,0.13
"Zillow Group, Inc.",Z,49.5,55.3,5.8,0.117,0.13
Zillow,Z,49.5,55.3,5.8,0.117,0.13
Illinois Tool Works,ITW,247.53,253.18,5.65,0.023,0.13
Crocs,CROX,126.59,146.17,19.58,0.155,0.13
Baxter International,BAX,35.95,37.94,1.99,0.055,0.13
ConAgra Foods,CAG,30.02,31.2,1.18,0.039,0.13
Internationa Flavors and Fragrances,IFF,100.02,103.99,3.97,0.04,0.13
Sprouts Farmers Market,SFM,100.38,104.05,3.67,0.037,0.13
H&R Block,HRB,58.04,63.31,5.27,0.091,0.13
DocuSign,DOCU,55.44,59.21,3.77,0.068,0.13
Lantheus,LNTH,104.84,106.47,1.63,0.016,0.13
Boston Properties,BXP,72.37,75.22,2.85,0.039,0.13
Ciena,CIEN,52.75,57.65,4.9,0.093,0.13
Federal Realty Investment Trust,FRT,112.51,115,2.49,0.022,0.13
Pinnacle West Capital,PNW,85.99,87.52,1.53,0.018,0.13
Clean Harbors,CLH,241.28,245.9,4.62,0.019,0.13
Capri,CPRI,33.5,35.72,2.22,0.066,0.13
AppFolio,APPF,220,231.99,11.99,0.055,0.13
"Zillow Group, Inc.",ZG,47.97,53.43,5.46,0.114,0.13
Zillow,ZG,47.97,53.43,5.46,0.114,0.13
RadNet,RDNT,59.99,66.29,6.3,0.105,0.13
Euronet Worldwide,EEFT,102.13,107.91,5.78,0.057,0.13
CONMED,CNMD,63.4,73.22,9.82,0.155,0.13
Flowers Foods,FLO,22.56,23.24,0.68,0.03,0.13
Tanger Factory Outlet Centers,SKT,29.11,30.44,1.33,0.046,0.13
Sally Beauty,SBH,11.45,13.05,1.6,0.14,0.13
Acadia Realty Trust,AKR,21.77,22.51,0.74,0.034,0.13
Rev Group,REVG,29.18,31.84,2.66,0.091,0.13
MannKind,MNKD,5.76,6.26,0.5,0.087,0.13
California Water Service Holding,CWT,54.06,55.33,1.27,0.023,0.13
Adobe,ADBE,549.99,574.41,24.42,0.044,0.12
Accenture,ACN,333.88,341.95,8.07,0.024,0.12
D R Horton,DHI,181.42,188.76,7.34,0.04,0.12
Marsh and McLennan Companies,MMC,223.59,227.51,3.92,0.018,0.12
Exelon,EXC,36.96,38.09,1.13,0.031,0.12
Coherent,COHR,69.25,77.95,8.7,0.126,0.12
"Viking Therapeutics, Inc.",VKTX,56.8,64.12,7.32,0.129,0.12
Viking Therapeutics,VKTX,56.8,64.12,7.32,0.129,0.12
V.F. Corp,VFC,17.08,18.21,1.13,0.066,0.12
VF Corp.,VFC,17.08,18.21,1.13,0.066,0.12
Comfort USA,FIX,333.25,353.52,20.27,0.061,0.12
Peabody Energy,BTU,23.81,23.41,-0.4,-0.017,0.12
"WEX, Inc.",WEX,183.57,191.02,7.45,0.041,0.12
WEX,WEX,183.57,191.02,7.45,0.041,0.12
"Wyndham Hotels & Resorts, Inc.",WH,75.43,78.7,3.27,0.043,0.12
Wyndham Hotels & Resorts,WH,75.43,78.7,3.27,0.043,0.12
Lamar Advertising,LAMR,120.33,125.78,5.45,0.045,0.12
Chemed,CHE,573.66,586.17,12.51,0.022,0.12
Loews,L,80.39,81.94,1.55,0.019,0.12
Alkermes,ALKS,27.15,28.45,1.3,0.048,0.12
Sonoco Products,SON,51.89,56.57,4.68,0.09,0.12
Liberty Media,LSXMK,22.55,23.83,1.28,0.057,0.12
Green Brick Partners,GRBK,78.05,78.78,0.73,0.009,0.12
Air Industries,AIRI,3.65,5.46,1.81,0.496,0.12
Energizer,ENR,30.75,32.4,1.65,0.054,0.12
Vistra Corp.,VST,79.48,85.43,5.95,0.075,0.11
Vistra Energy,VST,79.48,85.43,5.95,0.075,0.11
Parker-Hannifin,PH,558.03,600.2,42.17,0.076,0.11
Air Products and Chemicals,APD,288.61,278.85,-9.76,-0.034,0.11
Sempra Energy,SRE,80.56,82.18,1.62,0.02,0.11
Corning,GLW,40.23,41.85,1.62,0.04,0.11
"West Pharmaceutical Services, Inc.",WST,304.13,313.63,9.5,0.031,0.11
West Pharmaceutical,WST,304.13,313.63,9.5,0.031,0.11
Under Armour,UAA,6.95,7.69,0.74,0.106,0.11
Comerica,CMA,54.38,57.11,2.73,0.05,0.11
Comstock Resources,CRK,9.49,10.63,1.14,0.12,0.11
